FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Network,InstallDat,ExisFacil,Rec1,Rec2,Road,Divided,CurbtoCurb,KeyBus,LengthMi,BikeInvent,RoadSegmen,Spine,TravelLane,OneWay,WorkplanDa,Agent,Designer,EngStatus,ProjectedI,FiveYearPl,Shape_Leng
2001,2001,Fiedler Shared-Use Bridge to Beacon St Connector,0,0,3,1,0,SUP, , ,0,0,0,0,0.035904,0,0,1,0,B,0, , ,0,0,0,57.781647
2002,2002,Fairfield Street Shared-Use Bridge,0,0, ,1,0,SUB, , ,0,0,0,0,0.099442,0,0,0,0,B,0, , ,0,0,0,160.037063
2003,2003,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.012619,0,0,0,0,B,0, , ,0,0,0,20.308618
2004,2004,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.055125,0,0,0,0,B,0, , ,0,0,0,88.71451
2005,2005,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.123954,0,0,0,0,B,0, , ,0,0,0,199.48498
2006,2006,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.124037,0,0,0,0,B,0, , ,0,0,0,199.618291
2007,2007,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.028719,0,0,0,0,B,0, , ,0,0,0,46.219206
2008,2008,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.017167,0,0,0,0,B,0, , ,0,0,0,27.627409
2009,2009,Truman Highway Sidepath,0,0,3,1,0,SUP, , ,0,0,0,0,0.633407,0,0,1,0,B,0,DCR,Unknown,0,0,0,1019.371056
2010,2010, ,0,0,2,1,0,SUP, , ,0,0,0,0,0.219544,0,0,1,0,B,0, , ,0,0,0,353.322003
2011,2011, ,0,0,5,1,0,SUP, , ,0,0,0,0,0.226521,0,0,0,0,B,0, , ,0,0,0,364.550213
2012,2012, ,0,0,2,1,0,SUP, , ,0,0,0,0,0.181527,0,0,0,0,B,0, , ,0,0,0,292.140658
2013,2013,Barry Playground Path,0,0,2,1,2012,SUP, , ,0,0,0,0,0.234303,0,0,1,0,B,0, , ,0,0,0,377.074082
2014,2014,Charlestown HS Path,0,0,2,1,0,SUP, , ,0,0,0,0,0.087295,0,0,1,0,B,0, , ,0,0,0,140.487725
2015,2205,Arnold Arboretum Trails,0,0,2,1,0,SUP, , ,0,0,0,0,0.521228,0,0,0,0,B,0, , ,0,0,0,838.837204
2016,2015,MassPike Bike-Ped Bridge,0,0,1,1,0,SUB, , ,0,0,0,0,0.112146,0,0,0,0,B,0, , ,0,0,0,180.481532
2017,2206,Arnold Arboretum Trails,0,0,2,1,0,SUP, , ,0,0,0,0,0.119083,0,0,0,0,B,0, , ,0,0,0,191.646593
2018,2207,Arnold Arboretum Trails,0,0,2,1,0,SUP, , ,0,0,0,0,0.374205,0,0,0,0,B,0, , ,0,0,0,602.225277
2019,2208,Arnold Arboretum Trails,0,0,2,1,0,SUP, , ,0,0,0,0,0.142182,0,0,0,0,B,0, , ,0,0,0,228.820204
2020,2016,Boston Bike Pike,0,0,1,1,0,SUP, , ,0,0,0,0,0.048535,0,0,0,0,B,0, , ,0,0,0,78.109581
2021,2103,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.063724,0,0,0,0,B,0, , ,0,0,0,102.55471
2022,2104,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.025624,0,0,0,0,B,0, , ,0,0,0,41.23855
2023,2017,Albany Street Connector,0,0,1,1,0,SUP, , ,0,0,0,0,0.494674,0,0,0,0,B,0, , ,0,0,0,721.677016
2024,2209,Southwest Corridor,0,0,3,1,0,SUP, , ,0,0,0,0,0.276157,0,0,0,0,B,0, , ,0,0,0,444.43257
2025,2105,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.078146,0,0,0,0,B,0, , ,0,0,0,125.763726
2026,2018,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.267596,0,0,1,0,B,0, , ,0,0,0,430.654708
2027,2019, ,0,0,H,1,0,SUP,SUP, ,0,0,0,0,0.165124,0,0,0,0,B,0, , ,0,0,0,265.741068
2028,2106,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.044227,0,0,0,0,B,0, , ,0,0,0,71.176961
2029,2210,Columbus Avenue,4554700,3,2,1,2009,BL,CT1-2, ,1,0,0,0,0.004468,0,4554700,1,2,B,0,BTD,VHB,0,0,0,7.190708
2030,2020, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.032432,0,0,0,0,B,0, , ,0,0,0,52.194052
2031,2211,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.014414,0,0,1,0,B,0, , ,0,0,0,23.197204
2032,2021, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.028828,0,0,0,0,B,0, , ,0,0,0,46.394866
2033,2107,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.056122,0,0,0,0,B,0, , ,0,0,0,90.319217
2034,2212,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.366659,0,0,0,0,B,0, , ,0,0,0,590.080966
2035,2022, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.050311,0,0,0,0,B,0, , ,0,0,0,80.968308
2036,2108,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.002913,0,0,0,0,B,0, , ,0,0,0,4.688368
2037,2213,American Legion Highway,5694900,5,2,1,2009,SLM,CT1-1, ,1,1,0,0,0.06,0,5694900,0,2,FT,0,Boston Bikes,TDG,0,0,0,96.560149
2038,2109,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.117094,0,0,0,0,B,0, , ,0,0,0,188.445399
2039,2023, ,0,0,H,1,0,SUP, , ,0,0,0,0,0.337199,0,0,0,0,B,0, , ,0,0,0,542.669551
2040,2214,American Legion Highway,6271400,5,2,1,2008,SLM,CT1-1, ,1,1,0,0,0.05899,0,6271400,0,2,FT,0,BPWD,AECOM,0,0,0,94.936013
2041,2024, ,0,0,5,1,0,SUP, , ,0,0,0,0,0.662679,0,0,0,0,B,0, , ,0,0,0,1066.481102
2042,2110,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.007297,0,0,0,0,B,0, , ,0,0,0,11.742986
2043,2111,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.143861,0,0,0,0,B,0, , ,0,0,0,231.52196
2044,2215,American Legion Highway,5707600,5,2,1,2008,SLM,CT1-1,BL,1,1,0,0,0.106153,0,5707600,0,2,FT,0,BPWD,AECOM,0,0,0,170.836985
2045,2025,Boston Harborwalk,0,0,3,1,0,SUP, , ,0,0,0,0,0.472072,0,0,0,0,B,0, , ,0,0,0,759.727801
2046,2112,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.065782,0,0,0,0,B,0, , ,0,0,0,105.866436
2047,2216,Boston Harborwalk,0,0,3,1,0,SUP, , ,0,0,0,0,0.438861,0,0,1,0,B,0, , ,0,0,0,706.279707
2048,2026, ,0,0,1,1,0,SUP, , ,0,0,0,0,0.099113,0,0,0,0,B,0, , ,0,0,0,159.507885
2049,2113,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.110836,0,0,0,0,B,0, , ,0,0,0,178.374394
2050,2217,Paul Dudley White Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.341403,0,0,1,0,B,0, , ,0,0,0,549.436467
2051,2027,Ellis Memorial Childrens Park Path,0,0, ,1,0,SUP, , ,0,0,0,0,0.054682,0,0,0,0,B,0, , ,0,0,0,88.002237
2052,2218,Emerald Necklace Trail,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.272631,0,0,1,0,B,0, , ,0,0,0,438.757592
2053,2114,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.138636,0,0,0,0,B,0, , ,0,0,0,223.113654
2054,2028,Stony Brook Reservation Trail,0,0,3,1,0,SUP, , ,0,0,0,0,0.02412,0,0,0,0,B,0, , ,0,0,0,38.817338
2055,2219,Commercial Street,5640800,5,2,1,2011,BL, , ,1,0,0,0,0.010897,0,5640800,0,3,B,0,Boston Bikes,TDG,0,0,0,17.537814
2056,2029,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.033798,0,0,0,0,B,0, , ,0,0,0,54.392023
2057,2115,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.146969,0,0,0,0,B,0, , ,0,0,0,236.524062
2058,2220, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.045947,0,0,0,0,B,0, , ,0,0,0,73.944504
2059,2030,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.020067,0,0,0,0,B,0, , ,0,0,0,32.294271
2060,2116,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.0449,0,0,0,0,B,0, , ,0,0,0,72.259358
2061,2221,Southbay Harbor Trail,0,0,H,1,0,SUC,SUP, ,0,0,0,0,0.028048,0,0,1,0,B,0, , ,0,0,1.1,45.139255
2062,2031,Neponset River Trail,0,0,3,1,0,SUP, , ,0,0,0,0,1.569679,0,0,1,0,B,0, , ,0,0,0,2526.158735
2063,2222,Beacon Street,5113600,3,3,1,2010,BL,CT1-2, ,1,0,0,0,0.011943,0,5113600,0,3,FT,0,Boston Bikes,TDG,0,0,0,19.219814
2064,2117,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.11166,0,0,0,0,B,0, , ,0,0,0,179.700206
2065,2032, ,0,0,3,1,0,SUP,CT1-2, ,0,0,0,0,0.06844,0,0,1,0,B,0, , ,0,0,1.1,110.143769
2066,2118,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.248184,0,0,0,0,B,0, , ,0,0,0,399.414947
2067,2223,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.007176,0,0,1,0,B,0, , ,0,0,0,11.549211
2068,2224,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.212469,0,0,1,0,B,0, , ,0,0,0,341.935927
2069,2033,Mass Ave Shared-Use Bridge,0,0,3,1,0,SUB, , ,0,0,0,0,0.074187,0,0,1,0,B,0, , ,0,0,0,119.392447
2070,2225,Perkins Street,5345800,5,3,1,2008,BL,CT1-2, ,1,0,0,0,0.009753,0,5345800,0,2,B,0,Unknown,Unknown,0,0,0,15.696764
2071,2119,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.094565,0,0,0,0,B,0, , ,0,0,0,152.18832
2072,2034,MBTA Redline Path,0,0,M,1,0,SUP, , ,0,0,0,0,0.148671,0,0,0,0,B,0, , ,0,0,0,239.262595
2073,2226,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.034075,0,0,0,0,B,0, , ,0,0,0,54.838593
2074,2120,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.236198,0,0,0,0,B,0, , ,0,0,0,380.124628
2075,2035,Moakley Park Path,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.546836,0,0,0,0,B,0, , ,0,0,0,880.048786
2076,2121,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.213583,0,0,0,0,B,0, , ,0,0,0,343.730012
2077,2036,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.60667,0,0,1,0,B,0, , ,0,0,0,976.341922
2078,2227, ,0,0,5,1,0,SUP, , ,0,0,0,0,0.083388,0,0,0,0,B,0, , ,0,0,0,134.20087
2079,2037,Boston Harborwalk,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.338952,0,0,1,0,B,0, , ,0,0,0,545.490951
2080,2122,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.014718,0,0,0,0,B,0, , ,0,0,0,23.68598
2081,2123,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.177303,0,0,0,0,B,0, , ,0,0,0,285.342017
2082,2228,Boston Harborwalk,0,0,2,1,0,SUP, , ,0,0,0,0,0.004925,0,0,1,0,B,0, , ,0,0,0,7.925876
2083,2038,Boston Harborwalk,0,0,3,1,0,SUP, , ,0,0,0,0,0.011298,0,0,0,0,B,0, , ,0,0,0,18.182403
2084,2124,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.013825,0,0,0,0,B,0, , ,0,0,0,22.248856
2085,2229,Moakley Park Path,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.263952,0,0,1,0,B,0, , ,0,0,1.1,424.791138
2086,2039, ,0,0,M,1,0,SUP, , ,0,0,0,0,0.118156,0,0,0,0,B,0, , ,0,0,0,190.154364
2087,2125,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.075105,0,0,0,0,B,0, , ,0,0,0,120.869859
2088,2040,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.028516,0,0,0,0,B,0, , ,0,0,0,45.892442
2089,2230,South Bay Harbor Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.219376,0,0,1,0,B,0, , ,0,0,0,353.052094
2090,2041,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.018421,0,0,0,0,B,0, , ,0,0,0,29.645144
2091,2231,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.194615,0,0,1,0,B,0, , ,0,0,0,313.202782
2092,2126,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.026882,0,0,0,0,B,0, , ,0,0,0,43.262266
2093,2042,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.036046,0,0,0,0,B,0, , ,0,0,0,58.011127
2094,2127,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.023247,0,0,0,0,B,0, , ,0,0,0,37.412192
2095,2232,Ruggles Street,4581300,5,2,1,2010,BL,SUP, ,1,0,0,1,0.007193,0,4581300,1,4,B,0,Boston Bikes,TDG,0,0,1.1,11.576132
2096,2043,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.011543,0,0,0,0,B,0, , ,0,0,0,18.576841
2097,2128,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.003687,0,0,0,0,B,0, , ,0,0,0,5.933976
2098,2233,Southwest Corridor,0,0,3,1,0,SUP, , ,0,0,0,0,0.300335,0,0,0,0,B,0, , ,0,0,0,483.343307
2099,2129,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.005829,0,0,0,0,B,0, , ,0,0,0,9.380361
2100,2044,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.04248,0,0,0,0,B,0, , ,0,0,0,68.365863
2101,2234,Boston Harborwalk,0,0,3,1,0,SUP,SUP, ,0,0,0,0,0.224523,0,0,0,0,B,0, , ,0,0,0,361.335458
2102,2130,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.031332,0,0,0,0,B,0, , ,0,0,0,50.424338
2103,2045,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.042988,0,0,0,0,B,0, , ,0,0,0,69.181922
2104,2131,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.006935,0,0,0,0,B,0, , ,0,0,0,11.16014
2105,2235,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.26965,0,0,1,0,B,0, , ,0,0,0,433.960716
2106,2046,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.054385,0,0,1,0,B,0, , ,0,0,0,87.523645
2107,2132,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.031339,0,0,0,0,B,0, , ,0,0,0,50.435169
2108,2236,Rutherford Trail Project,0,0,2,1,0,SUP, , ,0,0,0,0,0.012229,0,0,1,0,B,0, , ,0,0,1.1,19.680461
2109,2237,Emerald Necklace Trail,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.017929,0,0,1,0,B,0, , ,0,0,0,28.853495
2110,2047,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.050633,0,0,0,0,B,0, , ,0,0,0,81.486225
2111,2238,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.021919,0,0,0,0,B,0, , ,0,0,0,35.275937
2112,2133,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.161025,0,0,0,0,B,0, , ,0,0,0,259.144492
2113,2048,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.04227,0,0,0,0,B,0, , ,0,0,0,68.027396
2114,2134,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.177143,0,0,0,0,B,0, , ,0,0,0,285.085127
2115,2239,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.006435,0,0,0,0,B,0, , ,0,0,0,10.356881
2116,2240,Boston Harborwalk,0,0,3,1,0,SUP, , ,0,0,0,0,0.351978,0,0,1,0,B,0, , ,0,0,0,566.454627
2117,2049,Boston Harborwalk,0,0,5,1,0,SUP,SUP, ,0,0,0,0,0.016454,0,0,0,0,B,0, , ,0,0,1.1,26.479547
2118,2050, ,0,0,2,1,0,SUP, , ,0,0,0,0,0.126882,0,0,0,0,B,0, , ,0,0,0,204.197179
2119,2135,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.005445,0,0,0,0,B,0, , ,0,0,0,8.762406
2120,2241,Massachusetts Avenue,6313400,3,2,1,2010,BL, , ,1,1,0,0,0.00616,0,6313400,1,2,FT,0,Boston Bikes,TDG,0,0,0,9.913397
2121,2051, ,0,0, ,1,0,SUP, , ,0,0,0,0,0.039414,0,0,0,0,B,0, , ,0,0,0,63.430115
2122,2242,Massachusetts Avenue,46806900,3,2,1,2011,BL, , ,1,1,0,0,0.006012,0,46806900,1,4,FT,0,Boston Bikes,TDG,0,0,0,9.674807
2123,2136,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.016722,0,0,0,0,B,0, , ,0,0,0,26.910899
2124,2052,Beechmont Path,0,0, ,1,0,SUP, , ,0,0,0,0,0,0,0,0,0,B,0, , ,0,0,0,0
2125,2243,Commonwealth Avenue,6270100,3,2,1,2010,BL,CT1-1, ,1,1,0,0,0.002695,0,6270100,1,2,FT,0,Boston Bikes,TDG,0,0,0,4.337684
2126,2137,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.067544,0,0,0,0,B,0, , ,0,0,0,108.702101
2127,2053,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.040548,0,0,0,0,B,0, , ,0,0,0,65.256057
2128,2244,Commonwealth Avenue,5859202,3,2,1,2010,BL,CT1-1, ,1,1,0,0,0.001195,0,5859202,1,2,FT,0,Boston Bikes,TDG,0,0,0,1.923067
2129,2054,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.032595,0,0,0,0,B,0, , ,0,0,0,52.456982
2130,2245,Longfellow Bridge,6273800,2,3,1,2008,BL, , ,1,1,0,0,0.034083,0,6273800,1,3,FT,0,MassDOT,Unknown,0,0,0,54.852018
2131,2138,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.350225,0,0,0,0,B,0, , ,0,0,0,563.63302
2132,2246,Southbay Harbor Trail Connection,0,0,M,1,0,SUP, , ,0,0,0,0,0.039036,0,0,0,0,B,0, , ,0,0,0,62.821781
2133,2055,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.045795,0,0,0,0,B,0, , ,0,0,0,73.700577
2134,2247,Southbay Harbor Trail,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.139537,0,0,1,0,B,0, , ,0,0,1.1,224.563598
2135,2139,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.022568,0,0,0,0,B,0, , ,0,0,0,36.320048
2136,2056,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.006203,0,0,0,0,B,0, , ,0,0,0,9.98223
2137,2140,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.000858,0,0,0,0,B,0, , ,0,0,0,1.38065
2138,2057,East Boston Greenway,0,0,2,1,0,SUP, , ,0,0,0,0,0.006701,0,0,0,0,B,0, , ,0,0,0,10.784016
2139,2248,Southbay Harbor Trail,0,0,H,1,0,SUP,SUP, ,0,0,0,0,0.096036,0,0,1,0,B,0, , ,0,0,1.1,154.555523
2140,2058,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.089914,0,0,0,0,B,0, , ,0,0,0,144.702571
2141,2141,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.154527,0,0,0,0,B,0, , ,0,0,0,248.687044
2142,2249,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.048162,0,0,0,0,B,0, , ,0,0,0,77.509966
2143,2142,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.217844,0,0,0,0,B,0, , ,0,0,0,350.58723
2144,2059, ,0,0,2,1,0,SUP, , ,0,0,0,0,0.052868,0,0,1,0,B,0, , ,0,0,0,85.083176
2145,2143,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.007277,0,0,0,0,B,0, , ,0,0,0,11.711582
2146,2250,Southbay Harbor Trail,0,0,H,1,0,SUP,SUP, ,0,0,0,0,0.169563,0,0,1,0,B,0, , ,0,0,1.1,272.886262
2147,2144,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.008742,0,0,0,0,B,0, , ,0,0,0,14.068881
2148,2060,Constitution Road to Navy Yard Connection,0,0,8,1,0,SUP,SUP, ,0,0,0,0,0.0289,0,0,1,0,B,0, , ,0,0,1.1,46.510038
2149,2145,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.001803,0,0,0,0,B,0, , ,0,0,0,2.901786
2150,2251,Emerald Necklace Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.014569,0,0,0,0,B,0, , ,0,0,0,23.447217
2151,2252,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,SLM,SUP, ,1,1,0,0,0.038904,0,4933300,1,2,FT,0,Boston Bikes,TDG,0,0,0,62.609879
2152,2146,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.008341,0,0,0,0,B,0, , ,0,0,0,13.423836
2153,2061,Southbay Harbor Trail,0,0,2,1,0,SUP,SUP, ,0,0,0,0,0.526933,0,0,1,0,B,0, , ,0,0,1.1,848.018313
2154,2253,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,SLM,SUP, ,1,1,0,0,0.047466,0,6212700,1,3,FT,0,Boston Bikes,TDG,0,0,0,76.389862
2155,2147,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.014521,0,0,0,0,B,0, , ,0,0,0,23.37012
2156,2062,Southbay Harbor Trail,0,0,2,1,0,SUP, , ,0,0,0,0,0.016849,0,0,1,0,B,0, , ,0,0,0,27.115511
2157,2148,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.013634,0,0,0,0,B,0, , ,0,0,0,21.941208
2158,2254,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,SLM,SUP, ,1,1,0,0,0.01893,0,6212700,1,3,FT,0,Boston Bikes,TDG,0,0,0,30.464696
2159,2063,Southbay Harbor Trail Connection,0,0,H,1,0,SUP, , ,0,0,0,0,0.061947,0,0,0,0,B,0, , ,0,0,0,99.695013
2160,2255,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,SUP, ,1,1,0,0,0.119422,0,5107700,1,2,FT,0,Boston Bikes,TDG,0,0,0,192.191117
2161,2149,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.005505,0,0,0,0,B,0, , ,0,0,0,8.859679
2162,2150,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.005843,0,0,0,0,B,0, , ,0,0,0,9.40299
2163,2256,Veterans Of Foreign Wars Parkway,4801700,2,3,1,2013,BL,SUP, ,1,1,0,0,0.111963,0,4801700,1,2,FT,0,Boston Bikes,TDG,0,0,0,180.1872
2164,2064,Southwest Corridor,0,0,3,1,0,SUP, , ,0,0,0,0,0.003973,0,0,0,0,B,0, , ,0,0,0,6.39431
2165,2151,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.010213,0,0,0,0,B,0, , ,0,0,0,16.436865
2166,2065,Southwest Corridor,0,0,3,1,0,SUP, , ,0,0,0,0,0.012131,0,0,0,0,B,0, , ,0,0,0,19.522438
2167,2257,Veterans Of Foreign Wars Parkway,6218700,2,3,1,2013,BL,SUP, ,1,1,0,0,0.099093,0,6218700,1,2,FT,0,Boston Bikes,TDG,0,0,0,159.475659
2168,2152,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.026352,0,0,0,0,B,0, , ,0,0,0,42.409633
2169,2258,Charles River Path,0,0, ,1,0,SUP, , ,0,0,0,0,0.12584,0,0,0,0,B,0, , ,0,0,0,202.520766
2170,2066,Southwest Corridor,0,0,3,1,0,SUP, , ,0,0,0,0,0.011331,0,0,0,0,B,0, , ,0,0,0,18.235829
2171,2067,Franklin Park Path,0,0,2,1,0,SUP, , ,0,0,0,0,0.397023,0,0,0,0,B,0, , ,0,0,0,638.948052
2172,2259,Charles River Path,0,0, ,1,0,SUP, , ,0,0,0,0,0.141146,0,0,0,0,B,0, , ,0,0,0,227.153196
2173,2153,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.02989,0,0,0,0,B,0, , ,0,0,0,48.103041
2174,2154,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.000432,0,0,0,0,B,0, , ,0,0,0,0.694827
2175,2260,Kilby Street,5805600,0,2,1,2011,BL, , ,1,0,0,0,0.004018,0,5805600,0,1,FT,0,Boston Bikes,TDG,0,0,0,6.466767
2176,2068, ,0,0,3,1,0,SUP, , ,0,0,0,0,0.118979,0,0,1,0,B,0,BTD/NPS, ,10,0,0,191.477851
2177,2261,Atlantic Avenue,5424100,3,2,1,2011,PBFBL,CT1-2, ,1,0,0,0,0.051907,0,5424100,1,3,FT,0,BTD/NPS,TDG,10,0,0,83.535728
2178,2155,Boston Harbor Islands Trails,0,0, ,1,0,SUP, , ,0,0,0,0,0.179256,0,0,0,0,B,0, , ,0,0,0,288.484594
2179,2262,Charles River Bike Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.408384,0,0,1,0,B,0, , ,0,0,0,657.231736
2180,2156,East Boston Greenway,0,0,3,1,0,SUP, , ,0,0,0,0,0.340593,0,0,1,0,B,0, , ,0,0,0,548.13318
2181,2263,John W. Weeks Bridge,0,0,3,1,0,SUB, , ,0,0,0,0,0.091091,0,0,0,0,B,0, , ,0,0,0,146.597054
2182,2157,Belle Isle Marsh Path,0,0,3,1,0,SUP, , ,0,0,0,0,0.103214,0,0,0,0,B,0, , ,0,0,0,166.107546
