FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Network,InstallDat,ExisFacil,Rec1,Rec2,Road,Divided,CurbtoCurb,KeyBus,LengthMi,BikeInvent,RoadSegmen,Spine,TravelLane,OneWay,WorkplanDa,Agent,Designer,EngStatus,ProjectedI,FiveYearPl,Shape_Leng
1503,1641,Washington Street,4524600,3,2,1,2011,BSBL, , ,1,0,0,1,0.058066,0,4524600,0,1,FT,0,Unknown,Unknown,0,0,0,93.44784
1504,1164,Dorchester Avenue,5198400,3,2,1,2010,SLM, , ,1,0,0,0,0.06674,0,5198400,0,2,B,0,MassDOT,HSH,0,0,0,107.407571
1505,1433,Ashmont Street,4861800,5,2,1,2013,SLM, , ,1,0,28,0,0.046208,0,4861800,0,2,B,0,Boston Bikes,TDG,0,0,0,74.365131
1506,1261,Harvard Avenue,4503300,3,2,1,2010,BL,CT2-1, ,1,0,0,1,0.076699,0,4503300,1,2,B,0,Boston Bikes,TDG,0,0,0,123.434656
1507,1336,Walnut Avenue,4632700,6,2,1,2011,CL,BL, ,1,0,0,0,0.050499,0,4632700,0,2,B,0,Boston Bikes,TDG,0,0,0,81.270398
1508,1434,Neponset Avenue,4830600,5,2,1,2012,CL, , ,1,0,0,0,0.085563,0,4830600,0,2,B,0,Boston Bikes,TDG,0,0,0,137.699813
1509,1262,Harvard Avenue,5262700,3,2,1,2010,BL,CT2-1, ,1,0,0,1,0.039209,0,5262700,1,2,B,0,Boston Bikes,TDG,0,0,0,63.100594
1510,1165,Dorchester Avenue,5198600,3,2,1,2010,SLM, , ,1,0,0,0,0.012684,0,5198600,0,2,B,0,MassDOT,HSH,0,0,0,20.413401
1511,1337,Huntington Avenue,5595100,3,2,1,2012,SLM,PSL, ,1,1,0,1,0.193488,0,5595100,0,2,FT,0,Boston Bikes,TDG,0,0,0,311.390095
1512,1642,Essex Street,4480100,5,2,1,2012,BSBL, , ,1,0,0,0,0.024532,0,4480100,0,2,FT,0,Boston Bikes,TDG,0,0,0,39.480356
1513,1166,Dorchester Avenue,4936000,3,2,1,2010,SLM, , ,1,0,0,0,0.055862,0,4936000,0,2,B,0,MassDOT,HSH,0,0,0,89.901873
1514,1263,Franklin Street,4449800,0,2,1,2010,SLM,NW, ,1,0,0,0,0.030787,0,4449800,0,2,B,0,Boston Bikes,TDG,0,0,0,49.546632
1515,1435,Neponset Avenue,5205800,5,2,1,2012,BL, , ,1,0,0,0,0.011019,0,5205800,0,2,B,0,Boston Bikes,TDG,0,0,0,17.733419
1516,1167,Dorchester Avenue,5152700,3,2,1,2011,SLM, , ,1,0,0,1,0.035807,0,5152700,0,2,B,0,MassDOT,HSH,0,0,0,57.625102
1517,1643,Main Street,5829400,5,2,1,2012,BL, , ,1,0,30,0,0.025536,0,5829400,0,1,FT,0,Boston Bikes,TDG,0,0,0,41.097056
1518,1436,Freeport Street,5488703,3,2,1,2013,SLM, , ,1,0,32,0,0.052204,0,5488703,0,2,B,0,PWD Highway,TDG,25,2013,0,84.014853
1519,1264,Franklin Street,5584800,0,2,1,2010,SLM,NW, ,1,0,0,0,0.070135,0,5584800,0,2,B,0,Boston Bikes,TDG,0,0,0,112.871107
1520,1168,Dorchester Avenue,4803100,3,2,1,2011,SLM, , ,1,0,0,1,0.070416,0,4803100,0,2,B,0,MassDOT,HSH,0,0,0,113.324416
1521,1338,Huntington Avenue,5978300,3,2,1,2012,SLM,PSL, ,1,1,0,1,0.123062,0,5978300,0,2,FT,0,PWD Highway,TDG,0,0,0,198.049114
1522,1437,D Street,4553400,5,2,1,2013,SLM, , ,1,0,25,0,0.036687,0,4553400,0,2,B,0,Boston Bikes,TDG,0,0,0,59.041802
1523,1644,Mount Vernon Street,4674600,6,2,1,2013,CT2-1,CT2-1, ,1,0,65,0,0.042847,0,4674600,0,4,B,0,Boston Bikes,TDG,25,2013,1.1,68.955065
1524,1265,Cummins Highway,4907500,3,2,1,2012,BL, , ,1,0,0,0,0.037007,0,4907500,1,2,B,0,PWD Highway,TDG,0,0,0,59.557631
1525,1438,D Street,4551900,5,2,1,2013,SLM, , ,1,0,32,0,0.035961,0,4551900,0,2,B,0,Boston Bikes,TDG,0,0,0,57.874101
1526,1266,American Legion Highway,6222800,5,2,1,2009,BFBL,CT1-1, ,1,1,0,0,0.303103,0,6222800,0,2,FT,0,Boston Bikes,TDG,0,0,0,487.797701
1527,1439,D Street,4548700,5,2,1,2013,SLM, , ,1,0,34,0,0.023621,0,4548700,0,2,B,0,Boston Bikes,TDG,0,0,0,38.013801
1528,1267,Washington Street,4850100,3,2,1,2009,BL, , ,1,0,0,0,0.045058,0,4850100,0,2,B,0,Boston Bikes,TDG,0,0,0,72.51412
1529,1645,Dorchester Avenue,5853800,3,2,1,2011,SLM, , ,1,0,0,0,0.037167,0,5853800,0,3,B,0,MassDOT,HSH,0,0,0,59.814548
1530,1440,A Street,5139200,5,2,1,2013,CL, , ,1,0,34,0,0.036321,0,5139200,0,2,B,0,Boston Bikes,TDG,100,2013,0,58.453267
1531,1268,Washington Street,4820300,3,2,1,2009,BL, , ,1,0,0,0,0.036332,0,4820300,0,2,B,0,Boston Bikes,TDG,0,0,0,58.471313
1532,1339,Massachusetts Avenue,5308600,3,2,1,2011,BL, , ,1,0,0,1,0.032509,0,5308600,0,4,B,0,Boston Bikes,TDG,0,0,0,52.318144
1533,1646,Dorchester Avenue,4585300,3,2,1,2011,BL, , ,1,0,0,0,0.096387,0,4585300,0,2,B,0,MassDOT,HSH,0,0,0,155.120829
1534,1441,A Street,5717900,5,2,1,2013,SLM, , ,1,0,32,0,0.015423,0,5717900,0,2,B,0,Boston Bikes,TDG,100,2013,0,24.820418
1535,1340,Commonwealth Avenue,6241700,3,2,1,2010,BFBL, , ,1,1,0,0,0.202339,0,6241700,0,1,FT,0,Boston Bikes,TDG,0,0,0,325.63342
1536,1442,John F. Fitzgerald Surface Road,45230000,3,2,1,2011,BL, , ,1,0,0,0,0.039397,0,45230000,0,3,FT,0,Boston Bikes,TDG,0,0,0,63.40413
1537,1647,Dorchester Avenue,4590900,3,2,1,2011,BL, , ,1,0,0,0,0.040866,0,4590900,0,2,B,0,MassDOT,HSH,0,0,0,65.767092
1538,1443,Milk Street,5441000,5,2,1,2011,SLM,BL, ,1,0,0,0,0.057504,0,5441000,0,1,FT,0,Boston Bikes,TDG,0,0,0,92.543818
1539,1648,Dorchester Avenue,4593600,3,2,1,2011,BL, , ,1,0,0,0,0.033124,0,4593600,0,2,B,0,MassDOT,HSH,0,0,0,53.307574
1540,1341,Hereford Street,5269500,5,2,1,2013,BL, , ,1,0,0,0,0.028825,0,5269500,0,2,FT,0,Boston Bikes,TDG,25,2013,0,46.38889
1541,1649,Dorchester Avenue,5121100,3,2,1,2011,CL,CT2-1, ,1,0,50,0,0.029544,0,5121100,1,4,B,0,MassDOT,HSH,0,0,0,47.547286
1542,1444,Atlantic Avenue,45276500,3,2,1,2011,PBFBL,CT1-2, ,1,0,0,0,0.044069,0,45276500,1,2,FT,0,BTD/NPS,TDG,10,0,0,70.921541
1543,1342,Massachusetts Avenue,5625100,3,1,1,2008,BL, , ,1,0,0,0,0.188357,0,5625100,0,4,B,0,Boston Bikes,TDG,0,0,0,303.131324
1544,1445,Atlantic Avenue,45231600,3,2,1,2011,BL,CT1-2, ,1,0,0,0,0.076277,0,45231600,1,2,FT,0,BTD/NPS,TDG,10,0,0,122.755442
1545,1650,Dorchester Avenue,46178100,3,2,1,2011,SLM,CT1-1, ,1,1,0,0,0.080086,0,46178100,1,2,FT,0,MassDOT,HSH,0,0,0,128.886778
1546,1651,A Street,4533700,5,2,1,2013,BL, , ,1,0,36,0,0.04468,0,4533700,0,2,B,0,Boston Bikes,TDG,100,2013,0,71.905818
1547,1343,Talbot Avenue,4822100,5,2,1,2010,BL, , ,1,0,0,1,0.069928,0,4822100,0,2,B,0,Boston Bikes,TDG,0,0,0,112.538148
1548,1446,Commercial Street,5149600,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.014224,0,5149600,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,22.891091
1549,1652,Devonshire Street,5650700,5,2,1,2012,SLM,CT2-1, ,1,0,0,0,0.021245,0,5650700,1,1,FT,0,Boston Bikes,TDG,0,0,1.1,34.190169
1550,1344,Blue Hill Avenue,6240400,5,2,1,2010,BL,CT1-2, ,1,1,0,1,0.03526,0,6240400,1,2,FT,0,Boston Bikes,TDG,0,0,0,56.744894
1551,1447,Neponset Avenue,4887000,5,2,1,2012,BL, , ,1,0,0,0,0.048706,0,4887000,0,2,B,0,Boston Bikes,TDG,0,0,0,78.384567
1552,1653,Congress Street,5237600,3,2,1,2012,BFBL,CT1-1, ,1,0,0,0,0.070895,0,5237600,0,3,FT,2014.1,Boston Bikes,TDG,25,0,0,114.094254
1553,1345,Blue Hill Avenue,6240700,5,2,1,2010,BL,CT1-2, ,1,1,0,1,0.01371,0,6240700,1,2,FT,0,Boston Bikes,TDG,0,0,0,22.063646
1554,1448,Freeport Street,5488700,3,2,1,2013,SLM, , ,1,0,32,0,0.027233,0,5488700,0,2,B,0,PWD Highway,TDG,25,2013,0,43.826636
1555,1654,Pearl Street,5482400,5,2,1,2012,BL, , ,1,0,34,0,0.061181,0,5482400,0,2,FT,0,Boston Bikes,TDG,0,0,0,98.461027
1556,1449,Saratoga Street,4393900,5,2,1,2012,CL,CT1-2, ,1,0,33.5,0,0.083282,0,4393900,1,2,B,0,Boston Bikes,TDG,0,0,0,134.029197
1557,1346,Blue Hill Avenue,5847200,5,2,1,2010,BL,CTReplace, ,1,1,0,1,0.076267,0,5847200,1,2,FT,0,Boston Bikes,TDG,0,0,0,122.73946
1558,1901,Devonshire Street,5493401,5,2,1,2012,SLM,CT2-1, ,1,0,33,0,0.029147,0,5493401,1,1,FT,0,Boston Bikes,TDG,0,0,1.1,46.906937
1559,1655,Milk Street,5834100,5,2,1,2011,BL, , ,1,0,0,0,0.008479,0,5834100,0,2,B,0,Boston Bikes,TDG,0,0,0,13.645783
1560,1347,Columbia Road,5282200,5,2,1,2010,BL,CT1-1, ,1,1,0,0,0.076912,0,5282200,1,2,FT,0,Boston Bikes,TDG,0,0,0,123.778039
1561,1656,Congress Street,5481600,3,2,1,2012,BFBL,CT2-1, ,1,0,0,0,0.052369,0,5481600,0,3,FT,0,Boston Bikes,TDG,0,0,0,84.280361
1562,1902,Kilby Street,5805500,0,2,1,2011,BL, , ,1,0,0,0,0.014103,0,5805500,0,1,FT,0,Boston Bikes,TDG,0,0,0,22.695994
1563,1450,American Legion Highway,6278900,5,2,1,2008,SLM,CT1-1,BL,1,1,0,0,0.5625,0,6278900,0,2,FT,0,BPWD,AECOM,0,0,0,905.258151
1564,1903,Pearl Street,4459400,3,2,1,2012,BL, , ,1,0,32,0,0.073603,0,4459400,0,2,FT,0,Boston Bikes,TDG,0,0,0,118.452177
1565,1657,Liberty Square,5805700,0,2,1,2011,SLM, , ,1,0,0,0,0.021496,0,5805700,0,0,FT,0,Boston Bikes,TDG,0,0,0,34.594932
1566,1348,Columbia Road,5776600,5,2,1,2010,BL,CT1-1, ,1,1,0,0,0.123823,0,5776600,1,3,FT,0,Boston Bikes,TDG,0,0,0,199.274781
1567,1904,Franklin Street,5647700,5,2,1,2011,BL, , ,1,0,0,0,0.028998,0,5647700,0,2,FT,0,Boston Bikes,TDG,0,0,0,46.668277
1568,1658,Milk Street,5386700,5,2,1,2011,BL, , ,1,0,0,0,0.032598,0,5386700,0,1,FT,0,Boston Bikes,TDG,0,0,0,52.461724
1569,1349,Warren Street,5743200,5,2,1,2010,SLM,CT1-2,BL,1,0,0,1,0.011959,0,5743200,1,2,B,0,Boston Bikes,TDG,0,0,1.2,19.246533
1570,1905,North Washington Street,45225100,3,2,1,2014,SLM,CT1-1,SLM,1,0,0,1,0.027458,0,45225100,0,4,FT,2014.2, ,TDG,75,2013,0,44.189125
1571,1350,Warren Street,4712400,5,2,1,2010,SLM,CT1-2,BL,1,0,0,1,0.046774,0,4712400,1,2,B,0,Boston Bikes,TDG,0,0,1.2,75.275134
1572,1659,Broad Street,5279300,5,2,1,2013,SLM, , ,1,0,0,0,0.040888,0,5279300,0,2,B,0,Boston Bikes,TDG,0,0,0,65.80278
1573,1451,Meridian Street,5228800,5,2,1,2013,CL,BL, ,1,0,42,1,0.058787,0,5228800,1,2,B,0,Boston Bikes,TDG,25,2013,0,94.608898
1574,1906,Cross Street,45224000,3,2,1,2014,BL, ,BL,1,0,0,1,0.046088,0,45224000,0,2,FT,2014.2,Boston Bikes,TDG,75,2013,0,74.17106
1575,1660,Salem Street,5764800,0,2,1,2013,SLM, , ,1,0,17,0,0.010913,0,5764800,0,1,FT,0,Boston Bikes,TDG,25,2013,0,17.562706
1576,1351,Warren Street,5743400,5,2,1,2010,SLM,CT1-2,BL,1,0,0,1,0.037983,0,5743400,1,2,B,0,Boston Bikes,TDG,0,0,1.2,61.127189
1577,1452,Meridian Street,5707500,5,2,1,2013,CL,BL, ,1,0,42,1,0.065196,0,5707500,1,2,B,0,Boston Bikes,TDG,25,2013,0,104.92375
1578,1352,Blue Hill Avenue,5754600,5,2,1,2012,SLM,CTReplace,BL,1,1,0,1,0.01169,0,5754600,1,3,FT,0,Boston Bikes,TDG,0,0,0,18.812879
1579,1453,Meridian Street,5707401,5,2,1,2013,CL,BL, ,1,0,42,1,0.015967,0,5707401,1,2,B,0,Boston Bikes,TDG,25,2013,0,25.696363
1580,1907,North Washington Street,45225900,3,2,1,2014,BL,CT1-1,BL,1,0,0,1,0.009978,0,45225900,0,2,FT,2014.2, ,TDG,75,2013,0,16.057389
1581,1661,Salem Street,5243100,0,2,1,2013,SLM, , ,1,0,17,0,0.012998,0,5243100,0,1,FT,0,Boston Bikes,TDG,25,2013,0,20.917566
1582,1908,Salem Street,4434600,0,2,1,2013,SLM, , ,1,0,17,0,0.01701,0,4434600,0,1,FT,0,Boston Bikes,TDG,25,2013,0,27.374232
1583,1353,Warren Street,5754500,5,2,1,2012,SLM,CTReplace,BL,1,0,0,1,0.007336,0,5754500,1,2,B,0,Boston Bikes,TDG,0,0,0,11.806167
1584,1454,Chelsea Street,4427100,5,2,1,2010,BL, , ,1,0,0,1,0.047792,0,4427100,0,2,B,0,Boston Bikes,TDG,0,0,0,76.914312
1585,1909,North Washington Street,45224200,3,2,1,2014,BL,CT1-1,BL,1,1,0,1,0.030541,0,45224200,0,2,FT,2014.2,Boston Bikes,TDG,75,2013,0,49.151688
1586,1662,John F. Fitzgerald Surface Road,45230300,3,2,1,2014,BL,CT1-1,BL,1,0,0,0,0.032775,0,45230300,0,3,FT,2014.2, ,TDG,75,2013,1.2,52.746146
1587,1354,Warren Street,5851900,5,2,1,2010,SLM,CT1-2,BL,1,0,0,1,0.02943,0,5851900,1,2,B,0,Boston Bikes,TDG,0,0,1.2,47.363495
1588,1910,Ashmont Street,4860000,5,2,1,2013,SLM, , ,1,0,28,0,0.031395,0,4860000,0,2,B,0,Boston Bikes,TDG,0,0,0,50.526097
1589,1663,Salem Street,5243200,0,2,1,2013,SLM, , ,1,0,17,0,0.050752,0,5243200,0,1,FT,0,Boston Bikes,TDG,25,2013,0,81.677412
1590,1355,Warren Street,5301400,5,2,1,2011,SLM,CT1-2, ,1,0,0,1,0.054286,0,5301400,1,2,B,0,Boston Bikes,TDG,0,0,0,87.3654
1591,1455,Meridian Street,4397200,3,2,1,2013,CL, , ,1,0,0,1,0.040856,0,4397200,0,2,B,0,Boston Bikes,TDG,0,0,0,65.751935
1592,1911,Neponset Avenue,4819600,5,2,1,2012,CL, , ,1,0,0,0,0.04234,0,4819600,0,2,B,0,Boston Bikes,TDG,0,0,0,68.139337
1593,1356,Warren Street,6263700,5,2,1,2011,SLM,CT1-2, ,1,1,0,1,0.067288,0,6263700,1,2,FT,0,Boston Bikes,TDG,0,0,0,108.28905
1594,1357,Washington Street,5394000,3,2,1,2011,SLM, , ,1,0,0,1,0.041409,0,5394000,0,2,FT,0,PWD Engineering,TDG,0,0,0,66.641915
1595,1664,Ashmont Street,4858800,5,2,1,2013,SLM, , ,1,0,28,0,0.037216,0,4858800,0,2,B,0,Boston Bikes,TDG,0,0,0,59.893416
1596,1912,Neponset Avenue,4843400,5,2,1,2012,CL, , ,1,0,0,0,0.070736,0,4843400,0,2,B,0,Boston Bikes,TDG,0,0,0,113.838098
1597,1358,Warren Street,5839100,5,2,1,2012,BL, , ,1,0,0,0,0.057511,0,5839100,0,1,FT,0,Boston Bikes,TDG,0,0,0,92.555435
1598,1665,Neponset Avenue,4836000,5,2,1,2012,CL, , ,1,0,0,0,0.034187,0,4836000,0,2,B,0,Boston Bikes,TDG,0,0,0,55.01834
1599,1913,Neponset Avenue,4862200,5,2,1,2012,BL, , ,1,0,0,0,0.040675,0,4862200,0,2,B,0,Boston Bikes,TDG,0,0,0,65.46046
1600,1666,Neponset Avenue,4810200,5,2,1,2012,CL, , ,1,0,0,0,0.037257,0,4810200,0,2,B,0,Boston Bikes,TDG,0,0,0,59.95956
1601,1359,Washington Street,5271700,3,2,1,2011,SLM, , ,1,0,0,1,0.0171,0,5271700,0,2,B,0,Boston Bikes,TDG,0,0,0,27.520441
1602,1914,Freeport Street,5488702,3,2,1,2013,SLM, , ,1,0,32,0,0.111613,0,5488702,0,2,B,0,PWD Highway,TDG,25,2013,0,179.623719
1603,1360,Washington Street,6245200,3,2,1,2011,SLM, , ,1,1,0,1,0.045591,0,6245200,0,2,FT,0,Boston Bikes,TDG,0,0,0,73.372377
1604,1569,Hereford Street,5270100,5,2,1,2013,SLM, , ,1,0,0,0,0.029906,0,5270100,0,2,FT,0,Boston Bikes,TDG,25,2013,0,48.129888
1605,1667,D Street,4564600,5,2,1,2013,CL, , ,1,0,33,0,0.029027,0,4564600,0,2,B,0,Boston Bikes,TDG,0,0,0,46.713774
1606,1915,Freeport Street,5331600,3,2,1,2013,SLM, , ,1,0,32,0,0.145074,0,5331600,0,2,B,0,PWD Highway,TDG,25,2013,0,233.475123
1607,1361,Washington Street,5271800,3,2,1,2011,SLM, , ,1,1,0,1,0.043481,0,5271800,0,3,FT,0,Boston Bikes,TDG,0,0,0,69.97569
1608,1456,Meridian Street,4402700,3,2,1,2013,CL,BL, ,1,0,0,1,0.02505,0,4402700,0,2,B,0,Boston Bikes,TDG,25,2013,0,40.31462
1609,1668,D Street,4555200,5,2,1,2013,CL, , ,1,0,33,0,0.034105,0,4555200,0,2,B,0,Boston Bikes,TDG,0,0,0,54.886985
1610,1362,Washington Street,5300300,3,2,1,2011,BSBL, , ,1,0,0,1,0.003532,0,5300300,0,2,B,0,Unknown,Unknown,0,0,0,5.684582
1611,1570,Talbot Avenue,4817300,5,2,1,2010,BL, , ,1,0,0,1,0.159885,0,4817300,0,2,B,0,Boston Bikes,TDG,0,0,0,257.310707
1612,1916,Atlantic Avenue,45234100,3,2,1,2011,BL,CT1-2, ,1,0,0,0,0.089226,0,45234100,1,3,FT,0,BTD/NPS,TDG,10,0,0,143.596403
1613,1363,Columbus Avenue,5194600,3,2,1,2009,BL,CT1-2, ,1,0,0,0,0.033369,0,5194600,1,2,B,0,BTD,VHB,0,0,0,53.702815
1614,1457,Meridian Street,4407400,3,2,1,2013,CL,BL, ,1,0,0,1,0.077847,0,4407400,0,2,B,0,Boston Bikes,TDG,25,2013,0,125.283292
1615,1364,Columbus Avenue,4557000,3,2,1,2009,BL,CT1-2, ,1,0,0,0,0.033717,0,4557000,1,2,B,0,BTD,VHB,0,0,0,54.261868
1616,1917,Atlantic Avenue,5652600,3,2,1,2011,BL,CT1-2, ,1,0,0,0,0.031385,0,5652600,1,2,FT,0,BTD/NPS,TDG,10,0,0,50.509123
1617,1365,Columbus Avenue,4545500,3,2,1,2009,BL,CT1-2, ,1,0,0,0,0.044089,0,4545500,1,4,B,0,BTD,VHB,0,0,0,70.954075
1618,1571,Old Road,5383900,0,2,1,2009,BL, , ,1,0,0,0,0.040328,0,5383900,0,1,FT,0,Unknown,Unknown,0,0,0,64.90252
1619,1069,Boston University Bridge,5874300,2,3,1,2011,BL, , ,1,0,0,0,0.166707,0,5874300,1,2,B,0,MassDOT,TDG,0,0,0,268.289633
1620,1918,Seaport Boulevard,5320100,3,2,1,2012,BFBL, , ,1,1,0,0,0.188858,0,5320100,0,2,FT,0,Boston Bikes,TDG,0,0,0,303.938264
1621,1572,Blue Hill Avenue,6285300,3,2,1,2010,SLM,CT1-2, ,1,1,0,1,0.059381,0,6285300,1,2,FT,0,Boston Bikes,TDG,0,0,0,95.563845
1622,1366,Massachusetts Avenue,6245800,3,2,1,2011,BL, , ,1,1,0,1,0.048336,0,6245800,0,2,FT,0,Boston Bikes,TDG,0,0,0,77.789946
1623,1070,Commonwealth Avenue,5127300,3,2,1,2008,BL,CT1-1, ,1,1,0,1,0.070731,0,5127300,1,2,FT,0,BTD,Copley,0,0,0,113.830494
1624,1458,Bennington Street,5823500,5,2,1,2008,SLM,BSBL, ,1,1,0,0,0.016993,0,5823500,0,2,FT,0,BTD,HSH,0,0,0,27.347323
1625,1573,Columbia Road,5515600,5,2,1,2010,BL,CT1-1, ,1,1,0,0,0.036558,0,5515600,1,2,FT,0,Boston Bikes,TDG,0,0,0,58.834591
1626,1574,Blue Hill Avenue,5223200,5,2,1,2010,BL,CTReplace, ,1,1,0,1,0.046028,0,5223200,1,2,FT,0,Boston Bikes,TDG,0,0,0,74.074453
1627,1071,Morton Street,6217900,2,1,1,2013,BFBL,CT1-1, ,1,1,33,0,0.234362,0,6217900,1,2,FT,0,MassDOT,TDG,0,0,0,377.169095
1628,1367,Belvidere Street,5661700,5,2,1,2013,CL, , ,1,0,0,1,0.058795,0,5661700,0,4,B,0,Boston Bikes,TDG,25,2013,0,94.621679
1629,1575,Warren Street,5852500,5,2,1,2010,SLM,CT1-2,BL,1,0,0,1,0.039958,0,5852500,1,2,B,0,Boston Bikes,TDG,0,0,1.2,64.305824
1630,1072,Jewish War Veterans Drive,5160300,5,2,1,2009,BL, , ,1,0,0,0,0.452607,0,5160300,0,2,B,0,Boston Bikes,TDG,0,0,0,728.401171
1631,1919,High Street,5326100,3,2,1,2011,BL, , ,1,0,33,0,0.030193,0,5326100,0,1,FT,0,Boston Bikes,TDG,0,0,0,48.59104
1632,1576,Warren Street,6263900,5,2,1,2011,SLM,CT1-2, ,1,1,0,1,0.047353,0,6263900,1,2,FT,0,Boston Bikes,TDG,0,0,0,76.206655
1633,1073,Walnut Avenue,5206000,6,2,1,2011,SLM, , ,1,0,0,0,0.018357,0,5206000,0,2,B,0,Boston Bikes,TDG,0,0,0,29.543087
1634,1577,Warren Street,6263800,5,2,1,2011,SLM,CT1-2, ,1,1,0,1,0.00999,0,6263800,1,2,FT,0,Boston Bikes,TDG,0,0,0,16.078129
1635,1368,Commonwealth Avenue,4490400,3,2,1,2010,BL,BFBL, ,1,1,0,0,0.116611,0,4490400,0,2,FT,0,Boston Bikes,TDG,0,0,0,187.6679
1636,1074,Walnut Avenue,5750200,6,2,1,2011,SLM, , ,1,0,0,0,0.03498,0,5750200,0,2,B,0,Boston Bikes,TDG,0,0,0,56.294264
1637,1920,John F. Fitzgerald Surface Road,45231800,3,2,1,2011,BL, , ,1,0,0,0,0.033597,0,45231800,0,3,FT,0,Boston Bikes,TDG,0,0,0,54.069439
1638,1578,Warren Street,6264001,5,2,1,2011,BL,CT1-2, ,1,1,0,1,0.080092,0,6264001,1,2,FT,0,Boston Bikes,TDG,0,0,0,128.895773
1639,1459,Veterans Of Foreign Wars Parkway,5214700,2,3,1,2013,BL,SUP, ,1,1,0,0,0.013495,0,5214700,1,2,FT,0,Boston Bikes,TDG,0,0,0,21.717514
1640,1769,South Huntington Avenue,5127400,5,2,1,2010,BL,CT1-2, ,1,0,0,1,0.074196,0,5127400,0,2,B,0,Boston Bikes,TDG,0,0,0,119.406716
1641,1075,Thornton Street,5832100,0,2,1,2011,SLM,NW, ,1,0,0,0,0.028965,0,5832100,0,1,FT,0,Boston Bikes,TDG,0,0,0,46.614378
1642,1579,Walnut Avenue,5741200,6,2,1,2011,CL,BL, ,1,0,0,0,0.027187,0,5741200,0,2,B,0,Boston Bikes,TDG,0,0,0,43.753546
1643,1076,Martin Luther King Boulevard,6248500,5,2,1,2010,BL,CT1-1, ,1,1,0,0,0.214063,0,6248500,0,2,FT,0,Boston Bikes,TDG,0,0,0,344.501408
1644,1921,Atlantic Avenue,5284600,5,2,1,2011,BL,CT1-2, ,1,0,0,0,0.081628,0,5284600,1,4,B,0,BTD/NPS,TDG,10,2018,1.1,131.367228
1645,1580,Warren Street,5741800,5,2,1,2011,BL,CTReplace, ,1,1,0,1,0.05036,0,5741800,1,2,FT,0,Boston Bikes,TDG,0,0,0,81.046195
1646,1460,Veterans Of Foreign Wars Parkway,6271700,2,3,1,2013,BL,SUP, ,1,1,0,0,0.138481,0,6271700,1,2,FT,0,Boston Bikes,TDG,0,0,0,222.864281
1647,1077,Centre Street,4636900,5,2,1,2010,SLM,BL, ,1,0,0,0,0.020321,0,4636900,0,2,B,0,Boston Bikes,TDG,0,0,0,32.703017
1648,1770,Beacon Street,5871100,3,2,1,2010,SLM,BL, ,1,1,0,0,0.035724,0,5871100,0,3,FT,0,Boston Bikes,TDG,0,0,0,57.492093
1649,1581,Warren Street,5474401,5,2,1,2011,SLM, , ,1,0,0,1,0.021081,0,5474401,0,2,FT,0,PWD Engineering,TDG,0,0,0,33.926288
1650,1078,Huntington Avenue,5197600,3,2,1,2013,SLM,PSL,SLM,1,1,0,1,0.010868,0,5197600,0,2,FT,0,Boston Bikes,TDG,25,2013,0,17.491037
1651,1922,Neponset Avenue,4888500,5,2,1,2012,BL, , ,1,0,0,0,0.018444,0,4888500,0,2,B,0,Boston Bikes,TDG,0,0,0,29.681997
1652,1582,Warren Street,6257200,5,2,1,2011,SLM, , ,1,1,0,0,0.036377,0,6257200,0,1,FT,0,PWD Engineering,TDG,0,0,0,58.543109
1653,1079,Huntington Avenue,5313100,3,2,1,2013,SLM,PSL,SLM,1,1,0,1,0.119397,0,5313100,0,2,FT,0,Boston Bikes,TDG,25,2013,0,192.150783
1654,1583,Warren Street,5632400,5,2,1,2011,SLM, , ,1,1,0,1,0.012677,0,5632400,0,1,FT,0,Boston Bikes,TDG,0,0,0,20.401883
1655,1461,Baker Street,5129100,6,2,1,2014,BL, , ,1,0,32,0,0.098332,0,5129100,0,2,B,2014.1,PWD Highway,TDG,100,2013,1.1,158.250668
1656,1923,Chelsea Street,5281900,5,2,1,2010,BL, , ,1,0,0,1,0.032566,0,5281900,0,2,B,0,Boston Bikes,TDG,0,0,0,52.409762
1657,1771,Commonwealth Avenue,5589200,3,2,1,2008,BL,CT1-1, ,1,1,0,1,0.044527,0,5589200,1,4,FT,0,BTD,Copley,0,0,0,71.659713
1658,1080,Palace Road,5596900,0,2,1,2012,SLM,CFBL, ,1,0,27,0,0.104907,0,5596900,0,1,FT,0,Boston Bikes,TDG,0,0,0,168.831325
1659,1584,Washington Street,6248101,3,2,1,2011,BSBL, , ,1,1,0,1,0.067408,0,6248101,0,1,FT,0,Unknown,Unknown,0,0,0,108.483178
1660,1081,Brookline Avenue,6298500,2,2,1,2013,BL, , ,1,0,60,1,0.015293,0,6298500,0,5,B,0,BTD,TDG,0,0,0,24.612423
1661,1585,Washington Street,6248100,3,2,1,2011,BSBL, , ,1,1,0,1,0.032777,0,6248100,0,1,FT,0,Unknown,Unknown,0,0,0,52.750141
1662,1772,Beacon Street,6292400,3,2,1,2010,BL, , ,1,1,0,0,0.003754,0,6292400,0,3,FT,0,Boston Bikes,TDG,0,0,0,6.042072
