Allston Street	Arlington	Back Bay	Blandford Street	Boston Univ Central	Boylston	Chestnut Hill Ave @ Academy Hill Rd	Chinatown	Copley	Faneuil St @ Fairbanks St	Faneuil St opp Bothwell Rd	Fenway	Haymarket	Hobart St @ Falkland St	Jackson Square	Kenmore	Market St @ Gardena St	Market St @ Washington St	Market St opp Mapleton St	North Station	Pleasant Street	Prudential	Riverway	Saint Mary Street	South Station	Tremont St opp Temple Pl	Warren Street	_id	opp 150 American Legion Hwy
1	2	7	1	1	5	1	5	7	1	1	1	8	1	1	1	1	1	1	2	1	7	1	1	5	8	1	576f2bb78929c006f79ee5f2	2
